Dataset,Oversampler,Classifier,Metric,Mean,Std,CI_Lower,CI_Upper,N_folds,Scores
CreditFraud,SMOTEENN,BalancedRF,recall,0.4904761904761904,0.046656947481584346,0.4523809523809524,0.538095238095238,5,"[0.5, 0.47619047619047616, 0.5714285714285714, 0.42857142857142855, 0.47619047619047616]"
CreditFraud,SMOTEENN,BalancedRF,balanced_accuracy,0.7378523154852832,0.025265107360224612,0.7169577307384556,0.7598130724238036,5,"[0.7460526315789473, 0.7275411483854756, 0.7804372408594045, 0.7037316245759517, 0.7314989320266365]"
CreditFraud,SMOTEENN,BalancedRF,kappa,0.5385629419419905,0.06658815305037151,0.481344807635829,0.5957810762481518,5,"[0.5899053627760253, 0.488008623012665, 0.6319365798414496, 0.44774264807400255, 0.5352214960058097]"
CreditFraud,SMOTEENN,BalancedRF,mcc,0.5453704899745537,0.06970975898489422,0.4847522333215187,0.6059887466275888,5,"[0.6048360206276108, 0.48961110502412153, 0.6383653856717343, 0.4504990180100481, 0.5435409205392543]"
CreditFraud,SMOTEENN,BalancedRF,training_time,0.33353409767150877,0.013771202585430917,,,5,"[0.33191394805908203, 0.35826826095581055, 0.33486485481262207, 0.3253910541534424, 0.3172323703765869]"
CreditFraud,SMOTEENN,MLP,f1,0.7017740601158196,0.04948448848168021,0.6606622851365016,0.7454545454545455,5,"[0.7272727272727273, 0.782608695652174, 0.6511627906976745, 0.6956521739130435, 0.6521739130434783]"
CreditFraud,SMOTEENN,MLP,roc_auc,0.9388978184246897,0.02952063099481071,0.913679541862572,0.9641160949868073,5,"[0.8981578947368422, 0.9689659504962935, 0.9547681869581606, 0.9086568664405076, 0.9639401934916447]"
CreditFraud,SMOTEENN,MLP,precision,0.6526060606060606,0.03982403905077588,0.6213333333333334,0.6872909090909091,5,"[0.6666666666666666, 0.72, 0.6363636363636364, 0.64, 0.6]"
CreditFraud,SMOTEENN,MLP,recall,0.76,0.06609276789675227,0.7028571428571428,0.819047619047619,5,"[0.8, 0.8571428571428571, 0.6666666666666666, 0.7619047619047619, 0.7142857142857143]"
CreditFraud,SMOTEENN,MLP,balanced_accuracy,0.868923760588807,0.03381352031686171,0.8405076014574695,0.8973399197201447,5,"[0.8894736842105264, 0.9193366000753863, 0.8227792436235708, 0.8690790300288981, 0.843950245005654]"
CreditFraud,SMOTEENN,MLP,kappa,0.6841414632177079,0.05229363878083454,0.6404398761139791,0.7302509733041631,5,"[0.7115384615384616, 0.7694524495677233, 0.631359056279184, 0.6772334293948127, 0.6311239193083573]"
CreditFraud,SMOTEENN,MLP,mcc,0.686620460759685,0.053059779655250126,0.6426311743138475,0.733440234592779,5,"[0.7148507337073218, 0.7727453128342806, 0.6315498077183828, 0.680131642382232, 0.6338248071562077]"
CreditFraud,SMOTEENN,MLP,training_time,0.8996419429779052,0.04774211115440187,,,5,"[0.8617715835571289, 0.9915406703948975, 0.8933315277099609, 0.8627698421478271, 0.8887960910797119]"
HighDim,No_Oversampling,RandomForest,f1,0.0,0.0,0.0,0.0,5,"[0.0, 0.0, 0.0, 0.0, 0.0]"
HighDim,No_Oversampling,RandomForest,roc_auc,0.833301644788998,0.034133577609258524,0.8084469553461903,0.8651614830639307,5,"[0.8089340999557718, 0.8962803234501348, 0.8280323450134771, 0.8350943396226416, 0.798167115902965]"
HighDim,No_Oversampling,RandomForest,precision,0.0,0.0,0.0,0.0,5,"[0.0, 0.0, 0.0, 0.0, 0.0]"
HighDim,No_Oversampling,RandomForest,recall,0.0,0.0,0.0,0.0,5,"[0.0, 0.0, 0.0, 0.0, 0.0]"
HighDim,No_Oversampling,RandomForest,balanced_accuracy,0.5,0.0,0.5,0.5,5,"[0.5, 0.5, 0.5, 0.5, 0.5]"
HighDim,No_Oversampling,RandomForest,kappa,0.0,0.0,0.0,0.0,5,"[0.0, 0.0, 0.0, 0.0, 0.0]"
HighDim,No_Oversampling,RandomForest,mcc,0.0,0.0,0.0,0.0,5,"[0.0, 0.0, 0.0, 0.0, 0.0]"
HighDim,No_Oversampling,RandomForest,training_time,0.2734792709350586,0.016138445497940454,,,5,"[0.2607860565185547, 0.2623579502105713, 0.2855844497680664, 0.299363374710083, 0.2593045234680176]"
HighDim,No_Oversampling,LogisticRegression,f1,0.6396023633205042,0.07377282546596761,0.575813677576796,0.7001292427379384,5,"[0.5172413793103449, 0.7246376811594203, 0.6984126984126984, 0.6545454545454545, 0.6031746031746031]"
HighDim,No_Oversampling,LogisticRegression,roc_auc,0.8969004197508198,0.024095120818449965,0.872533842931413,0.9162236120267373,5,"[0.8993808049535605, 0.9274393530997305, 0.9009164420485175, 0.8532614555256065, 0.9035040431266848]"
HighDim,No_Oversampling,LogisticRegression,precision,0.7449159663865546,0.09443471502289133,0.6684873949579833,0.8341176470588234,5,"[0.625, 0.7352941176470589, 0.7857142857142857, 0.9, 0.6785714285714286]"
HighDim,No_Oversampling,LogisticRegression,recall,0.568235294117647,0.09451955005628741,0.49321428571428577,0.6571428571428573,5,"[0.4411764705882353, 0.7142857142857143, 0.6285714285714286, 0.5142857142857142, 0.5428571428571428]"
HighDim,No_Oversampling,LogisticRegression,balanced_accuracy,0.7709228676574899,0.04673992934504704,0.7334694115978071,0.8104657940634049,5,"[0.703670942061035, 0.8401617250673854, 0.8029649595687331, 0.7533692722371967, 0.7544474393530998]"
HighDim,No_Oversampling,LogisticRegression,kappa,0.5998871801128655,0.07985092552735688,0.5295904067473021,0.6654564827394369,5,"[0.467275494672755, 0.6888646288209608, 0.6635182998819362, 0.6225165562913907, 0.5572609208972845]"
HighDim,No_Oversampling,LogisticRegression,mcc,0.6094689482070509,0.07969900176417251,0.5454547825166132,0.6742338375171599,5,"[0.4759695642928313, 0.688957009854396, 0.6686762353836723, 0.6521490790113059, 0.5615928524930486]"
HighDim,No_Oversampling,LogisticRegression,training_time,0.02174205780029297,0.0007448257221359549,,,5,"[0.021416187286376953, 0.020913362503051758, 0.0230557918548584, 0.021314382553100586, 0.02201056480407715]"
HighDim,No_Oversampling,SVM,f1,0.5821982629529799,0.0611124173059034,0.5276190476190477,0.6361185983827493,5,"[0.4888888888888889, 0.6, 0.5714285714285714, 0.5714285714285714, 0.6792452830188679]"
HighDim,No_Oversampling,SVM,roc_auc,0.9597551258835212,0.013816636265578792,0.9478963040230989,0.9715071474468637,5,"[0.968155683325962, 0.9797304582210243, 0.950188679245283, 0.9399460916442048, 0.9607547169811321]"
HighDim,No_Oversampling,SVM,precision,1.0,0.0,1.0,1.0,5,"[1.0, 1.0, 1.0, 1.0, 1.0]"
HighDim,No_Oversampling,SVM,recall,0.4132773109243697,0.06139033630555889,0.35983193277310926,0.4685714285714285,5,"[0.3235294117647059, 0.42857142857142855, 0.4, 0.4, 0.5142857142857142]"
HighDim,No_Oversampling,SVM,balanced_accuracy,0.7066386554621849,0.03069516815277946,0.6799159663865546,0.7371428571428571,5,"[0.6617647058823529, 0.7142857142857143, 0.7, 0.7, 0.7571428571428571]"
HighDim,No_Oversampling,SVM,kappa,0.5524145753932531,0.06190876195802788,0.4974868038444583,0.6073101371696219,5,"[0.4589084065244666, 0.5698924731182795, 0.5408163265306123, 0.5408163265306123, 0.6516393442622951]"
HighDim,No_Oversampling,SVM,mcc,0.6179462369881514,0.0480235231709233,0.57542789201644,0.6606285607658968,5,"[0.5456935003237097, 0.6312655864226274, 0.6087933726884439, 0.6087933726884439, 0.695185352817532]"
HighDim,No_Oversampling,SVM,training_time,0.23499760627746583,0.017616591997257933,,,5,"[0.22387313842773438, 0.2694206237792969, 0.23326659202575684, 0.22614359855651855, 0.22228407859802246]"
HighDim,No_Oversampling,BalancedRF,f1,0.0,0.0,0.0,0.0,5,"[0.0, 0.0, 0.0, 0.0, 0.0]"
HighDim,No_Oversampling,BalancedRF,roc_auc,0.910622316056512,0.012315425208877781,0.9000539083557951,0.9202550883312611,5,"[0.9203892083149049, 0.925067385444744, 0.8927762803234501, 0.8998382749326146, 0.9150404312668464]"
HighDim,No_Oversampling,BalancedRF,precision,0.0,0.0,0.0,0.0,5,"[0.0, 0.0, 0.0, 0.0, 0.0]"
HighDim,No_Oversampling,BalancedRF,recall,0.0,0.0,0.0,0.0,5,"[0.0, 0.0, 0.0, 0.0, 0.0]"
HighDim,No_Oversampling,BalancedRF,balanced_accuracy,0.5,0.0,0.5,0.5,5,"[0.5, 0.5, 0.5, 0.5, 0.5]"
HighDim,No_Oversampling,BalancedRF,kappa,0.0,0.0,0.0,0.0,5,"[0.0, 0.0, 0.0, 0.0, 0.0]"
HighDim,No_Oversampling,BalancedRF,mcc,0.0,0.0,0.0,0.0,5,"[0.0, 0.0, 0.0, 0.0, 0.0]"
HighDim,No_Oversampling,BalancedRF,training_time,0.23120994567871095,0.008119537018971413,,,5,"[0.24509739875793457, 0.23546409606933594, 0.2253434658050537, 0.22718429565429688, 0.2229604721069336]"
HighDim,No_Oversampling,MLP,f1,0.7417063575510815,0.05885758075218529,0.6890587459135845,0.7920122887864822,5,"[0.7419354838709677, 0.8253968253968254, 0.7796610169491526, 0.6538461538461539, 0.7076923076923077]"
HighDim,No_Oversampling,MLP,roc_auc,0.9460705314896565,0.01225583465686222,0.9339950597915433,0.9570893994141848,5,"[0.9481424148606811, 0.9637735849056603, 0.9459838274932615, 0.9252830188679246, 0.9471698113207547]"
HighDim,No_Oversampling,MLP,precision,0.8950000000000001,0.08722998506697442,0.8133333333333335,0.9690476190476189,5,"[0.8214285714285714, 0.9285714285714286, 0.9583333333333334, 1.0, 0.7666666666666667]"
HighDim,No_Oversampling,MLP,recall,0.6438655462184875,0.08511970411111712,0.5581512605042016,0.7085714285714285,5,"[0.6764705882352942, 0.7428571428571429, 0.6571428571428571, 0.4857142857142857, 0.6571428571428571]"
HighDim,No_Oversampling,MLP,balanced_accuracy,0.8162794889554631,0.040735915575608676,0.774543660761226,0.8490134562265822,5,"[0.8288367978770456, 0.8676549865229111, 0.8266846361185984, 0.7428571428571429, 0.8153638814016173]"
HighDim,No_Oversampling,MLP,kappa,0.7143858261640341,0.06282198283273609,0.6609497616122659,0.7689105031607938,5,"[0.712505989458553, 0.8051948051948052, 0.7565543071161049, 0.6252602359472588, 0.6724137931034483]"
HighDim,No_Oversampling,MLP,mcc,0.7301205935469215,0.054399820459193934,0.6830687981074548,0.7807990562573638,5,"[0.7166831854317759, 0.8114540792378372, 0.7731353005122454, 0.6744040314062345, 0.6749263711465145]"
HighDim,No_Oversampling,MLP,training_time,0.5207368850708007,0.00868878819831832,,,5,"[0.5289175510406494, 0.5303127765655518, 0.5193145275115967, 0.5061111450195312, 0.5190284252166748]"
HighDim,RandomOver,RandomForest,f1,0.033650793650793646,0.02748187061311638,0.01111111111111111,0.05619047619047619,5,"[0.05714285714285714, 0.0, 0.05555555555555555, 0.0, 0.05555555555555555]"
HighDim,RandomOver,RandomForest,roc_auc,0.9110063505044522,0.018006425274302747,0.8958490566037737,0.9261636444051305,5,"[0.9325519681556833, 0.894501347708895, 0.8988679245283019, 0.8956873315363881, 0.933423180592992]"
HighDim,RandomOver,RandomForest,precision,0.6,0.48989794855663565,0.2,1.0,5,"[1.0, 0.0, 1.0, 0.0, 1.0]"
HighDim,RandomOver,RandomForest,recall,0.017310924369747897,0.014137640904076028,0.005714285714285714,0.028907563025210088,5,"[0.029411764705882353, 0.0, 0.02857142857142857, 0.0, 0.02857142857142857]"
HighDim,RandomOver,RandomForest,balanced_accuracy,0.5086554621848739,0.007068820452037989,0.5028571428571429,0.514453781512605,5,"[0.5147058823529411, 0.5, 0.5142857142857142, 0.5, 0.5142857142857142]"
HighDim,RandomOver,RandomForest,kappa,0.0299570752262734,0.024466849578356382,0.009878844361602978,0.050035306090943824,5,"[0.05099693251533721, 0.0, 0.04939422180801489, 0.0, 0.04939422180801489]"
HighDim,RandomOver,RandomForest,mcc,0.09600378413542346,0.07839263298513745,0.03182609217819439,0.1601814760926525,5,"[0.1617579988951734, 0.0, 0.15913046089097194, 0.0, 0.15913046089097194]"
HighDim,RandomOver,RandomForest,training_time,0.27187089920043944,0.00910453152665318,,,5,"[0.26897358894348145, 0.274000883102417, 0.28644585609436035, 0.27181458473205566, 0.2581195831298828]"
HighDim,RandomOver,LogisticRegression,f1,0.5490447098815244,0.017743397120309118,0.5316499091769642,0.5612259280033366,5,"[0.5148514851485149, 0.5656565656565656, 0.5555555555555556, 0.5581395348837209, 0.5510204081632653]"
HighDim,RandomOver,LogisticRegression,roc_auc,0.8816347083023874,0.03151968841795051,0.8556306251199586,0.9120605843131692,5,"[0.8693056169836356, 0.9335849056603773, 0.8784905660377358, 0.8365498652291106, 0.8902425876010781]"
HighDim,RandomOver,LogisticRegression,precision,0.43585296398070755,0.02791371598894685,0.4060501066098081,0.45897631779984727,5,"[0.3880597014925373, 0.4375, 0.45454545454545453, 0.47058823529411764, 0.42857142857142855]"
HighDim,RandomOver,LogisticRegression,recall,0.7472268907563026,0.04134043841123763,0.7128319327731093,0.7815126050420169,5,"[0.7647058823529411, 0.8, 0.7142857142857143, 0.6857142857142857, 0.7714285714285715]"
HighDim,RandomOver,LogisticRegression,balanced_accuracy,0.809520666260546,0.014040713144359026,0.7980381864761794,0.8211859838274933,5,"[0.8052852720035382, 0.8320754716981132, 0.8005390835579516, 0.7919137466307278, 0.8177897574123989]"
HighDim,RandomOver,LogisticRegression,kappa,0.47162080486717334,0.022111434559181128,0.44918953860647387,0.4863362239506168,5,"[0.4289931634555625, 0.4885011895321173, 0.48164146868250546, 0.4871794871794871, 0.4717887154861945]"
HighDim,RandomOver,LogisticRegression,mcc,0.4967492450150345,0.017961014951797725,0.4788138667506726,0.5118489706462108,5,"[0.4647300587923417, 0.5204485040299164, 0.49868180832031783, 0.4989496705706524, 0.5009361833619441]"
HighDim,RandomOver,LogisticRegression,training_time,0.024942874908447266,0.0009457199606644554,,,5,"[0.02601909637451172, 0.023972749710083008, 0.025497913360595703, 0.025573015213012695, 0.023651599884033203]"
HighDim,RandomOver,SVM,f1,0.7747740396059644,0.058133655702802066,0.7216981132075471,0.8227657324167108,5,"[0.7857142857142857, 0.8524590163934426, 0.75, 0.6792452830188679, 0.8064516129032258]"
HighDim,RandomOver,SVM,roc_auc,0.9642978311483482,0.012353247839198788,0.9541132075471699,0.9748787061994608,5,"[0.9667182662538699, 0.9850134770889488, 0.9504043126684637, 0.9528840970350404, 0.9664690026954178]"
HighDim,RandomOver,SVM,precision,0.9851851851851852,0.029629629629629627,0.9555555555555555,1.0,5,"[1.0, 1.0, 1.0, 1.0, 0.9259259259259259]"
HighDim,RandomOver,SVM,recall,0.6436974789915967,0.08183338078251373,0.5751260504201681,0.7122689075630253,5,"[0.6470588235294118, 0.7428571428571429, 0.6, 0.5142857142857142, 0.7142857142857143]"
HighDim,RandomOver,SVM,balanced_accuracy,0.8210940225146663,0.04028870565823369,0.7849595687331536,0.8546250198192485,5,"[0.8235294117647058, 0.8714285714285714, 0.8, 0.7571428571428571, 0.8533692722371968]"
HighDim,RandomOver,SVM,kappa,0.7526318629539344,0.06172805752349705,0.7007501476853112,0.8052021055934183,5,"[0.7647673810768427, 0.8361650485436893, 0.726027397260274, 0.6516393442622951, 0.7845601436265709]"
HighDim,RandomOver,SVM,mcc,0.7754685165939077,0.0500053631981052,0.7309121814479591,0.8171561254284233,5,"[0.786847016153903, 0.8476182665303974, 0.7549122287513162, 0.695185352817532, 0.7927797187163897]"
HighDim,RandomOver,SVM,training_time,0.5365105628967285,0.020957104237037203,,,5,"[0.5732736587524414, 0.5456933975219727, 0.5268747806549072, 0.5163443088531494, 0.5203666687011719]"
HighDim,RandomOver,BalancedRF,f1,0.033650793650793646,0.02748187061311638,0.01111111111111111,0.05619047619047619,5,"[0.05714285714285714, 0.0, 0.05555555555555555, 0.0, 0.05555555555555555]"
HighDim,RandomOver,BalancedRF,roc_auc,0.9110063505044522,0.018006425274302747,0.8958490566037737,0.9259894019176688,5,"[0.9325519681556833, 0.894501347708895, 0.8988679245283019, 0.8956873315363881, 0.933423180592992]"
HighDim,RandomOver,BalancedRF,precision,0.6,0.48989794855663565,0.2,1.0,5,"[1.0, 0.0, 1.0, 0.0, 1.0]"
HighDim,RandomOver,BalancedRF,recall,0.017310924369747897,0.014137640904076028,0.005714285714285714,0.028907563025210088,5,"[0.029411764705882353, 0.0, 0.02857142857142857, 0.0, 0.02857142857142857]"
HighDim,RandomOver,BalancedRF,balanced_accuracy,0.5086554621848739,0.007068820452037989,0.5028571428571429,0.514453781512605,5,"[0.5147058823529411, 0.5, 0.5142857142857142, 0.5, 0.5142857142857142]"
HighDim,RandomOver,BalancedRF,kappa,0.0299570752262734,0.024466849578356382,0.009878844361602978,0.050035306090943824,5,"[0.05099693251533721, 0.0, 0.04939422180801489, 0.0, 0.04939422180801489]"
HighDim,RandomOver,BalancedRF,mcc,0.09600378413542346,0.07839263298513745,0.03182609217819439,0.1601814760926525,5,"[0.1617579988951734, 0.0, 0.15913046089097194, 0.0, 0.15913046089097194]"
HighDim,RandomOver,BalancedRF,training_time,0.2627427577972412,0.004791996955726484,,,5,"[0.2644364833831787, 0.2711308002471924, 0.26096558570861816, 0.257185697555542, 0.2599952220916748]"
HighDim,RandomOver,MLP,f1,0.7452624036305251,0.031835369043106895,0.7138235294117646,0.7703109035177347,5,"[0.7647058823529411, 0.7692307692307693, 0.7741935483870968, 0.6909090909090909, 0.7272727272727273]"
HighDim,RandomOver,MLP,roc_auc,0.9435504577203273,0.012969372241888214,0.9341423180592993,0.9550221558335348,5,"[0.9443830163644404, 0.9625876010781671, 0.942964959568733, 0.921832884097035, 0.9459838274932615]"
HighDim,RandomOver,MLP,precision,0.8422243305924522,0.07001360281322835,0.7822264389626818,0.9026164874551972,5,"[0.7647058823529411, 0.8333333333333334, 0.8888888888888888, 0.95, 0.7741935483870968]"
HighDim,RandomOver,MLP,recall,0.678655462184874,0.07377672693654216,0.6057142857142856,0.7344537815126051,5,"[0.7647058823529411, 0.7142857142857143, 0.6857142857142857, 0.5428571428571428, 0.6857142857142857]"
HighDim,RandomOver,MLP,balanced_accuracy,0.8302824764463879,0.032902139247705735,0.7971967654986523,0.8552679145143658,5,"[0.8673153471915082, 0.8477088948787062, 0.8371967654986523, 0.7695417789757413, 0.8296495956873315]"
HighDim,RandomOver,MLP,kappa,0.7161238150075946,0.03299511060765182,0.6858224763136814,0.7429392633736007,5,"[0.7346306943830163, 0.7413793103448276, 0.748653500897666, 0.6622516556291391, 0.6937039137833239]"
HighDim,RandomOver,MLP,mcc,0.7248738521889705,0.025719665747949712,0.7025629723968655,0.7471847319810755,5,"[0.7346306943830163, 0.7441495887000033, 0.7564968940611775, 0.6937756159694743, 0.6953164678311814]"
HighDim,RandomOver,MLP,training_time,0.5915702819824219,0.017754616878896883,,,5,"[0.593419075012207, 0.6236577033996582, 0.5877985954284668, 0.5825681686401367, 0.5704078674316406]"
HighDim,SMOTE,RandomForest,f1,0.2601330509158076,0.04370581851862388,0.22296037296037294,0.2993399680297014,5,"[0.25, 0.22727272727272727, 0.2926829268292683, 0.20512820512820512, 0.32558139534883723]"
HighDim,SMOTE,RandomForest,roc_auc,0.8996948670232741,0.020747718544928156,0.8820485175202156,0.9173983710664008,5,"[0.9106037151702787, 0.8992991913746631, 0.8775202156334232, 0.8783827493261456, 0.9326684636118598]"
HighDim,SMOTE,RandomForest,precision,0.8527777777777779,0.16282612099725383,0.7,0.975,5,"[0.8333333333333334, 0.5555555555555556, 1.0, 1.0, 0.875]"
HighDim,SMOTE,RandomForest,recall,0.15512605042016805,0.028854749488411446,0.1322689075630252,0.18285714285714288,5,"[0.14705882352941177, 0.14285714285714285, 0.17142857142857143, 0.11428571428571428, 0.2]"
HighDim,SMOTE,RandomForest,balanced_accuracy,0.5753002929076299,0.014847832229472675,0.5640588110119917,0.5903407241744761,5,"[0.5716497125165856, 0.5638814016172506, 0.5857142857142857, 0.5571428571428572, 0.5981132075471698]"
HighDim,SMOTE,RandomForest,kappa,0.23208766462647396,0.04323651393137479,0.1943938497610886,0.27310839693789796,5,"[0.22360248447204967, 0.1885441527446302, 0.2676767676767676, 0.18563922942206645, 0.2949756888168559]"
HighDim,SMOTE,RandomForest,mcc,0.3337726398040922,0.056188399715567314,0.28685138603791926,0.37853017743140266,5,"[0.3244706615835279, 0.24043276007319056, 0.39308898539302495, 0.3198696645769998, 0.3910011273937179]"
HighDim,SMOTE,RandomForest,training_time,0.363602352142334,0.00889947681306549,,,5,"[0.3550295829772949, 0.3807377815246582, 0.3617842197418213, 0.3590388298034668, 0.3614213466644287]"
HighDim,SMOTE,LogisticRegression,f1,0.5788468435377648,0.024779800908097702,0.5592430514488469,0.6000697885407217,5,"[0.5473684210526316, 0.6086956521739131, 0.5714285714285714, 0.56, 0.6067415730337079]"
HighDim,SMOTE,LogisticRegression,roc_auc,0.8859683058923669,0.031463715996831364,0.8590141279947929,0.914867924528302,5,"[0.8735072976559045, 0.9378975741239892, 0.8803234501347709, 0.8417250673854448, 0.8963881401617251]"
HighDim,SMOTE,LogisticRegression,precision,0.4813486585315748,0.03370513232422413,0.4490632318501171,0.5082456140350876,5,"[0.4262295081967213, 0.49122807017543857, 0.4642857142857143, 0.525, 0.5]"
HighDim,SMOTE,LogisticRegression,recall,0.7357983193277311,0.07031077924162941,0.6658823529411765,0.7828571428571429,5,"[0.7647058823529411, 0.8, 0.7428571428571429, 0.6, 0.7714285714285715]"
HighDim,SMOTE,LogisticRegression,balanced_accuracy,0.8151186234175896,0.027914084721550096,0.7847682191049209,0.8353342568407701,5,"[0.81656346749226, 0.8452830188679246, 0.8148247978436658, 0.7641509433962264, 0.8347708894878707]"
HighDim,SMOTE,LogisticRegression,kappa,0.5103510242209099,0.0280038513366201,0.48653850875205584,0.5336950671108955,5,"[0.47026938239159, 0.5425667090216011, 0.4995722840034218, 0.4974619289340102, 0.5418848167539267]"
HighDim,SMOTE,LogisticRegression,mcc,0.5281781210106178,0.028837321276597494,0.5027814504951024,0.5535747915261332,5,"[0.49866306133094157, 0.565095189522981, 0.5187605730147665, 0.4989102783994312, 0.5594615027849688]"
HighDim,SMOTE,LogisticRegression,training_time,0.031133556365966798,0.000666481158802594,,,5,"[0.0309755802154541, 0.03157544136047363, 0.030010223388671875, 0.031113624572753906, 0.03199291229248047]"
HighDim,SMOTE,SVM,f1,0.7298032721947861,0.0551711611030731,0.6752584670231729,0.7707103825136612,5,"[0.7407407407407407, 0.7666666666666667, 0.7272727272727273, 0.6274509803921569, 0.7868852459016393]"
HighDim,SMOTE,SVM,roc_auc,0.9632096667862775,0.0098990038052685,0.9548032345013476,0.9716160990712076,5,"[0.9690402476780187, 0.9781132075471699, 0.9507277628032345, 0.9543935309973046, 0.9637735849056603]"
HighDim,SMOTE,SVM,precision,0.9686153846153847,0.03845045994292504,0.9366153846153846,1.0,5,"[1.0, 0.92, 1.0, 1.0, 0.9230769230769231]"
HighDim,SMOTE,SVM,recall,0.5919327731092437,0.07956097315875557,0.52,0.6571428571428571,5,"[0.5882352941176471, 0.6571428571428571, 0.5714285714285714, 0.45714285714285713, 0.6857142857142857]"
HighDim,SMOTE,SVM,balanced_accuracy,0.7944569525923577,0.0382872177231673,0.7609259552877756,0.8255525606469002,5,"[0.7941176470588236, 0.8247978436657681, 0.7857142857142857, 0.7285714285714285, 0.8390835579514825]"
HighDim,SMOTE,SVM,kappa,0.7043762502028335,0.05715588248649941,0.6456076855523325,0.7459006721433905,5,"[0.7169811320754718, 0.7415384615384615, 0.7019867549668874, 0.5980253878702397, 0.7633495145631068]"
HighDim,SMOTE,SVM,mcc,0.7328750877787626,0.04177680434505044,0.6922448189501773,0.7622652060773382,5,"[0.747545001596402, 0.7545078122299338, 0.7354021529276429, 0.6531151170634629, 0.7738053550763715]"
HighDim,SMOTE,SVM,training_time,0.5603807926177978,0.02160085856877408,,,5,"[0.5957574844360352, 0.5441832542419434, 0.5755343437194824, 0.5434567928314209, 0.5429720878601074]"
HighDim,SMOTE,BalancedRF,f1,0.2601330509158076,0.04370581851862388,0.22296037296037294,0.29730572887124224,5,"[0.25, 0.22727272727272727, 0.2926829268292683, 0.20512820512820512, 0.32558139534883723]"
HighDim,SMOTE,BalancedRF,roc_auc,0.8996948670232741,0.020747718544928156,0.882389218328841,0.9193234762127293,5,"[0.9106037151702787, 0.8992991913746631, 0.8775202156334232, 0.8783827493261456, 0.9326684636118598]"
HighDim,SMOTE,BalancedRF,precision,0.8527777777777779,0.16282612099725383,0.7,0.975,5,"[0.8333333333333334, 0.5555555555555556, 1.0, 1.0, 0.875]"
HighDim,SMOTE,BalancedRF,recall,0.15512605042016805,0.028854749488411446,0.13226890756302517,0.17798319327731096,5,"[0.14705882352941177, 0.14285714285714285, 0.17142857142857143, 0.11428571428571428, 0.2]"
HighDim,SMOTE,BalancedRF,balanced_accuracy,0.5753002929076299,0.014847832229472675,0.5627396460073604,0.5899191374663073,5,"[0.5716497125165856, 0.5638814016172506, 0.5857142857142857, 0.5571428571428572, 0.5981132075471698]"
HighDim,SMOTE,BalancedRF,kappa,0.23208766462647396,0.04323651393137479,0.1943938497610886,0.2697814794918593,5,"[0.22360248447204967, 0.1885441527446302, 0.2676767676767676, 0.18563922942206645, 0.2949756888168559]"
HighDim,SMOTE,BalancedRF,mcc,0.3337726398040922,0.056188399715567314,0.2864338144380579,0.37853017743140266,5,"[0.3244706615835279, 0.24043276007319056, 0.39308898539302495, 0.3198696645769998, 0.3910011273937179]"
HighDim,SMOTE,BalancedRF,training_time,0.373963737487793,0.030879795057301603,,,5,"[0.43541741371154785, 0.3571462631225586, 0.3644869327545166, 0.35689663887023926, 0.35587143898010254]"
HighDim,SMOTE,MLP,f1,0.7386702849389416,0.05058391227416337,0.6960108548168249,0.7797014925373135,5,"[0.746268656716418, 0.7761194029850746, 0.8, 0.6545454545454545, 0.7164179104477612]"
HighDim,SMOTE,MLP,roc_auc,0.9432192968547894,0.011928702631312658,0.9318985421378084,0.9522759006283745,5,"[0.9428350287483415, 0.9585983827493262, 0.9427493261455525, 0.9223719676549864, 0.9495417789757412]"
HighDim,SMOTE,MLP,precision,0.8360151515151515,0.08193974695100575,0.7655303030303031,0.9065,5,"[0.7575757575757576, 0.8125, 0.96, 0.9, 0.75]"
HighDim,SMOTE,MLP,recall,0.6727731092436976,0.08279353926093184,0.5927731092436975,0.7284033613445379,5,"[0.7352941176470589, 0.7428571428571429, 0.6857142857142857, 0.5142857142857142, 0.6857142857142857]"
HighDim,SMOTE,MLP,balanced_accuracy,0.8269639414852336,0.03839062996544213,0.7895581955721712,0.852139143641568,5,"[0.852609464838567, 0.8601078167115903, 0.8409703504043127, 0.7533692722371967, 0.8277628032345014]"
HighDim,SMOTE,MLP,kappa,0.7088502385125313,0.05412882932966516,0.6592882092507584,0.7534932717316098,5,"[0.7143817204301075, 0.748040313549832, 0.7784615384615385, 0.6225165562913907, 0.6808510638297872]"
HighDim,SMOTE,MLP,mcc,0.717883475775655,0.04921979622693348,0.6774312605430789,0.7613878127068511,5,"[0.714482568234566, 0.748991893319143, 0.7920766659509263, 0.6521490790113059, 0.6817171723623338]"
HighDim,SMOTE,MLP,training_time,0.5996914386749268,0.006158613463387796,,,5,"[0.6056985855102539, 0.6058385372161865, 0.5932133197784424, 0.6022243499755859, 0.591482400894165]"
HighDim,BorderlineSMOTE,RandomForest,f1,0.24375189637063835,0.058751643517198755,0.19327053915275993,0.29434589800443456,5,"[0.25, 0.2, 0.2926829268292683, 0.15789473684210525, 0.3181818181818182]"
HighDim,BorderlineSMOTE,RandomForest,roc_auc,0.8930118832041257,0.01763376645520501,0.8783719676549866,0.9076517987532651,5,"[0.9109354268022999, 0.8854986522911051, 0.8891105121293801, 0.8658760107816713, 0.9136388140161725]"
